attack_type,dataset,iteration,adj_spectral_distance,laplacian_spectral_distance,edit_distance,deltacon_distance,resistance_distance,gcn_accuracy,label_propagation_accuracy
fg_betweenness,CiteSeer,35,9.257377624511719,52.75020980834961,494.0,0.7064817547798157,2290469.0,0.689,0.211
fg_betweenness,CiteSeer,36,9.359367370605469,53.61641311645508,498.0,0.7095452547073364,2319100.5,0.689,0.211
fg_betweenness,CiteSeer,37,9.486663818359375,54.67673873901367,510.0,0.7182791233062744,2344595.5,0.688,0.211
fg_betweenness,CiteSeer,38,9.809707641601562,56.28558349609375,534.0,0.7351810932159424,2301862.5,0.688,0.21
fg_betweenness,CiteSeer,39,9.894009590148926,57.23545455932617,540.0,0.739486575126648,2303435.5,0.688,0.21
fg_betweenness,CiteSeer,40,9.998966217041016,57.92246627807617,548.0,0.7450864315032959,2337041.0,0.688,0.21
fg_betweenness,CiteSeer,41,10.389533042907715,59.58192443847656,580.0,0.7668668627738953,2333352.0,0.689,0.209
fg_betweenness,CiteSeer,42,10.375492095947266,59.556297302246094,584.0,0.7694131731987,2331708.5,0.689,0.21
fg_betweenness,CiteSeer,43,10.375492095947266,59.556297302246094,584.0,0.7694131731987,2331708.5,0.689,0.21
fg_betweenness,CiteSeer,44,10.604867935180664,60.076263427734375,608.0,0.7851501703262329,2344745.0,0.69,0.21
fg_betweenness,CiteSeer,45,10.97266674041748,61.23928451538086,640.0,0.8057262301445007,2437117.0,0.69,0.209
fg_betweenness,CiteSeer,46,11.286471366882324,63.4024772644043,664.0,0.8212546110153198,2501720.0,0.691,0.208
fg_betweenness,CiteSeer,47,11.363040924072266,63.451194763183594,674.0,0.8272877931594849,2504602.0,0.691,0.208
fg_betweenness,CiteSeer,48,11.363040924072266,63.451194763183594,674.0,0.8272877931594849,2504602.0,0.691,0.208
fg_betweenness,CiteSeer,49,11.330094337463379,62.97103500366211,678.0,0.8296194672584534,2503658.75,0.691,0.208
fg_betweenness,CiteSeer,50,11.500114440917969,63.61906814575195,694.0,0.839326024055481,2554680.5,0.69,0.206
fg_betweenness,CiteSeer,51,11.500114440917969,63.61906814575195,694.0,0.839326024055481,2554680.5,0.69,0.206
fg_betweenness,CiteSeer,52,11.517277717590332,63.64985656738281,698.0,0.8417278528213501,2556896.75,0.69,0.206
fg_betweenness,CiteSeer,53,11.726247787475586,64.34382629394531,718.0,0.8536423444747925,2568999.0,0.69,0.206
fg_betweenness,CiteSeer,54,11.744240760803223,64.63387298583984,722.0,0.8560534119606018,2566195.0,0.69,0.207
fg_betweenness,CiteSeer,55,11.798625946044922,64.87753295898438,730.0,0.8608078360557556,2567265.5,0.69,0.207
fg_betweenness,CiteSeer,56,11.919472694396973,65.43910217285156,738.0,0.8656108379364014,2559426.5,0.688,0.207
fg_betweenness,CiteSeer,57,12.435600280761719,67.98521423339844,774.0,0.8853329420089722,2605109.0,0.689,0.207
fg_betweenness,CiteSeer,58,12.435600280761719,67.98521423339844,774.0,0.8853329420089722,2605109.0,0.689,0.207
fg_betweenness,CiteSeer,59,12.50627326965332,68.30169677734375,778.0,0.8876850605010986,2609790.5,0.689,0.207
fg_betweenness,CiteSeer,60,12.71165943145752,68.68318939208984,794.0,0.8951528668403625,2729823.0,0.688,0.207
fg_betweenness,CiteSeer,61,12.795357704162598,69.55374908447266,798.0,0.8975785970687866,2737664.25,0.688,0.207
fg_betweenness,CiteSeer,62,13.07703971862793,69.61921691894531,832.0,0.9166576862335205,2856046.0,0.688,0.204
fg_betweenness,CiteSeer,63,13.07703971862793,69.61921691894531,832.0,0.9166576862335205,2856046.0,0.688,0.204
fg_betweenness,CiteSeer,64,13.07703971862793,69.61921691894531,832.0,0.9166576862335205,2856046.0,0.688,0.204
fg_betweenness,CiteSeer,65,13.139110565185547,69.87618255615234,836.0,0.9189073443412781,2860059.5,0.688,0.204
fg_betweenness,CiteSeer,66,13.274511337280273,70.46925354003906,848.0,0.9255984425544739,2875074.0,0.687,0.204
fg_betweenness,CiteSeer,67,13.433228492736816,71.73565673828125,860.0,0.9324644804000854,2885550.25,0.687,0.204
fg_betweenness,CiteSeer,68,13.72145938873291,72.58563995361328,884.0,0.9455598592758179,2933611.5,0.687,0.203
fg_betweenness,CiteSeer,69,13.845246315002441,73.68473052978516,896.0,0.9522634148597717,2947978.0,0.687,0.203
fg_betweenness,CiteSeer,70,14.207054138183594,75.35926818847656,924.0,0.9672961235046387,2997006.25,0.686,0.202
fg_betweenness,CiteSeer,71,14.207054138183594,75.35926818847656,924.0,0.9672961235046387,2997006.25,0.686,0.202
fg_betweenness,CiteSeer,72,14.207054138183594,75.35926818847656,924.0,0.9672961235046387,2997006.25,0.686,0.202
fg_betweenness,CiteSeer,73,14.207054138183594,75.35926818847656,924.0,0.9672961235046387,2997006.25,0.686,0.202
fg_betweenness,CiteSeer,74,14.534470558166504,77.35670471191406,948.0,0.9801326990127563,3005539.5,0.686,0.202
fg_betweenness,CiteSeer,75,14.534470558166504,77.35670471191406,948.0,0.9801326990127563,3005539.5,0.686,0.202
fg_betweenness,CiteSeer,76,14.724255561828613,77.92565155029297,968.0,0.9904923439025879,3035851.5,0.686,0.202
fg_betweenness,CiteSeer,77,14.724255561828613,77.92565155029297,968.0,0.9904923439025879,3035851.5,0.686,0.202
fg_betweenness,CiteSeer,78,14.811630249023438,78.87566375732422,972.0,0.992729663848877,3037399.25,0.686,0.202
fg_betweenness,CiteSeer,79,14.811630249023438,78.87566375732422,972.0,0.992729663848877,3037399.25,0.686,0.202
fg_betweenness,CiteSeer,80,14.80954360961914,78.75909423828125,978.0,0.9957633018493652,3081727.0,0.686,0.202
fg_betweenness,CiteSeer,81,14.985224723815918,80.05963134765625,990.0,1.0020612478256226,3086703.5,0.686,0.202
fg_betweenness,CiteSeer,82,15.055864334106445,80.67830657958984,994.0,1.0041828155517578,3090071.25,0.686,0.202
fg_betweenness,CiteSeer,83,15.055864334106445,80.67830657958984,994.0,1.0041828155517578,3090071.25,0.686,0.202
fg_betweenness,CiteSeer,84,15.120219230651855,80.894775390625,998.0,1.0062412023544312,3095111.5,0.686,0.202
fg_betweenness,CiteSeer,85,15.620688438415527,83.39242553710938,1038.0,1.026520013809204,3135819.0,0.686,0.202
fg_betweenness,CiteSeer,86,15.827010154724121,83.7431411743164,1054.0,1.0329806804656982,3152441.25,0.686,0.203
fg_betweenness,CiteSeer,87,15.827010154724121,83.7431411743164,1054.0,1.0329806804656982,3152441.25,0.686,0.203
fg_betweenness,CiteSeer,88,15.87099552154541,83.8448486328125,1062.0,1.0369021892547607,3199733.0,0.686,0.203
fg_betweenness,CiteSeer,89,15.921456336975098,83.945068359375,1070.0,1.0408148765563965,3252311.25,0.686,0.203
fg_betweenness,CiteSeer,90,16.31734275817871,86.00527954101562,1104.0,1.0575997829437256,3280219.0,0.686,0.203
fg_betweenness,CiteSeer,91,16.34640121459961,86.11631774902344,1110.0,1.0604822635650635,3292376.25,0.686,0.202
fg_betweenness,CiteSeer,92,16.328426361083984,85.97411346435547,1112.0,1.0613726377487183,3291665.75,0.686,0.202
fg_betweenness,CiteSeer,93,16.313846588134766,85.83735656738281,1114.0,1.0622646808624268,3290911.0,0.686,0.202
fg_betweenness,CiteSeer,94,16.35993003845215,86.14344024658203,1118.0,1.0642261505126953,3294589.75,0.686,0.202
fg_betweenness,CiteSeer,95,16.699060440063477,86.79529571533203,1146.0,1.0761959552764893,3365692.75,0.686,0.203
fg_betweenness,CiteSeer,96,16.81052589416504,87.8136215209961,1158.0,1.0820024013519287,3382645.0,0.685,0.203
fg_betweenness,CiteSeer,97,17.029117584228516,88.40560150146484,1174.0,1.0881675481796265,3390740.5,0.685,0.218
fg_betweenness,CiteSeer,98,17.143442153930664,89.49606323242188,1182.0,1.0920791625976562,3393559.25,0.685,0.218
fg_betweenness,CiteSeer,99,17.151260375976562,89.50760650634766,1186.0,1.0939220190048218,3406464.5,0.684,0.218
fg_betweenness,CiteSeer,100,17.151260375976562,89.50760650634766,1186.0,1.0939220190048218,3406464.5,0.684,0.218
fg_betweenness,CiteSeer,101,17.202213287353516,89.75940704345703,1190.0,1.0958117246627808,3405335.0,0.684,0.218
