attack_type,dataset,iteration,adj_spectral_distance,laplacian_spectral_distance,edit_distance,deltacon_distance,resistance_distance,gcn_accuracy,label_propagation_accuracy
random,Cora,22,0.6995751261711121,4.895594596862793,270.0,0.5227593183517456,640805.75,0.809,0.262
random,Cora,23,0.7428281903266907,4.953599452972412,282.0,0.5342073440551758,672084.3125,0.808,0.262
random,Cora,24,0.7884660959243774,5.025369167327881,296.0,0.5472494959831238,712021.125,0.808,0.262
random,Cora,25,0.8029215931892395,5.052835464477539,304.0,0.5546080470085144,713900.75,0.807,0.262
random,Cora,26,0.8397257924079895,5.232635498046875,320.0,0.568931519985199,740150.875,0.807,0.261
random,Cora,27,0.8424036502838135,5.310830116271973,324.0,0.5725237131118774,743223.5,0.807,0.261
random,Cora,28,0.8737127780914307,5.394293785095215,336.0,0.5828956961631775,722676.375,0.807,0.261
random,Cora,29,0.867384672164917,5.3798017501831055,338.0,0.5846245288848877,729103.1875,0.807,0.261
random,Cora,30,0.856926679611206,5.368338584899902,340.0,0.5863413214683533,728929.625,0.807,0.261
random,Cora,31,0.8493021726608276,5.407136917114258,350.0,0.594877302646637,736550.0625,0.807,0.26
random,Cora,32,0.9168065190315247,5.724242210388184,382.0,0.6210728883743286,843238.875,0.807,0.258
random,Cora,33,0.9115273356437683,5.742190361022949,392.0,0.6291371583938599,864174.6875,0.806,0.258
random,Cora,34,0.9847370386123657,6.4059600830078125,410.0,0.6432846188545227,849625.3125,0.806,0.258
random,Cora,35,1.009977102279663,6.436345100402832,422.0,0.652599036693573,871031.8125,0.807,0.258
random,Cora,36,1.0143918991088867,6.432459354400635,430.0,0.6587332487106323,881456.0,0.808,0.258
random,Cora,37,1.0548338890075684,6.476654052734375,450.0,0.6736166477203369,901823.3125,0.805,0.257
random,Cora,38,1.021867275238037,6.4425883293151855,452.0,0.6751042604446411,903203.75,0.805,0.258
random,Cora,39,1.0277020931243896,6.4489521980285645,464.0,0.683994472026825,910194.6875,0.805,0.258
random,Cora,40,1.0242735147476196,6.536988735198975,472.0,0.6898847818374634,925590.25,0.804,0.259
random,Cora,41,1.0264619588851929,6.474874973297119,488.0,0.7013660073280334,935478.0625,0.804,0.258
random,Cora,42,1.0171105861663818,6.466320037841797,494.0,0.7056602835655212,938936.3125,0.804,0.258
random,Cora,43,1.0434092283248901,6.503220081329346,506.0,0.7140799164772034,957541.625,0.803,0.258
random,Cora,44,1.0615419149398804,6.546894073486328,518.0,0.7224809527397156,962802.25,0.803,0.258
random,Cora,45,1.0774487257003784,6.579229354858398,522.0,0.7252675294876099,968916.875,0.803,0.258
random,Cora,46,1.1209871768951416,6.871129512786865,536.0,0.7350078225135803,998139.5625,0.802,0.257
random,Cora,47,1.113879919052124,6.8588690757751465,538.0,0.7363753318786621,1005287.125,0.802,0.258
random,Cora,48,1.1465914249420166,6.888798713684082,554.0,0.7469654679298401,1014715.0,0.802,0.258
random,Cora,49,1.1368316411972046,6.820610046386719,564.0,0.753697395324707,1020465.0,0.802,0.258
random,Cora,50,1.1762397289276123,6.869583606719971,588.0,0.7695029973983765,1086093.25,0.801,0.258
random,Cora,51,1.1464612483978271,6.83397102355957,586.0,0.7682809233665466,1085574.5,0.801,0.259
random,Cora,52,1.1761126518249512,6.9487738609313965,602.0,0.7787172198295593,1096814.5,0.801,0.259
random,Cora,53,1.1965150833129883,7.018767833709717,622.0,0.7915521264076233,1120288.875,0.8,0.259
random,Cora,54,1.1932878494262695,7.06854772567749,626.0,0.7941204309463501,1123151.125,0.801,0.259
random,Cora,55,1.2007043361663818,7.045574188232422,636.0,0.8004549145698547,1117145.375,0.801,0.259
random,Cora,56,1.174975037574768,7.003024101257324,642.0,0.8042259216308594,1123690.5,0.801,0.259
random,Cora,57,1.1595488786697388,6.772374629974365,650.0,0.8092677593231201,1128043.875,0.801,0.259
random,Cora,58,1.1728395223617554,6.776398658752441,658.0,0.8142139911651611,1161228.375,0.801,0.259
random,Cora,59,1.1248481273651123,6.709611415863037,682.0,0.8289560675621033,1193838.875,0.801,0.259
random,Cora,60,1.131996750831604,6.716197967529297,688.0,0.8325936198234558,1197597.25,0.801,0.259
random,Cora,61,1.1707501411437988,6.6985673904418945,708.0,0.8446283340454102,1230679.25,0.801,0.259
random,Cora,62,1.1931978464126587,6.74246072769165,728.0,0.8563340902328491,1321221.125,0.801,0.259
random,Cora,63,1.1941789388656616,6.751472473144531,734.0,0.8598490953445435,1331778.5,0.801,0.259
random,Cora,64,1.189022183418274,6.7372541427612305,738.0,0.8621812462806702,1341135.75,0.8,0.259
random,Cora,65,1.1878267526626587,6.808988094329834,746.0,0.8668708801269531,1345127.0,0.8,0.259
random,Cora,66,1.2174832820892334,6.8376994132995605,762.0,0.8761218786239624,1346372.0,0.798,0.259
random,Cora,67,1.253395676612854,6.890841960906982,782.0,0.8875612020492554,1345047.25,0.798,0.259
random,Cora,68,1.2835975885391235,6.999003887176514,794.0,0.8943416476249695,1339934.25,0.798,0.259
random,Cora,69,1.2765976190567017,6.989868640899658,798.0,0.8965966105461121,1340920.75,0.798,0.259
random,Cora,70,1.3445082902908325,7.230828762054443,826.0,0.9119884371757507,1376899.5,0.799,0.259
random,Cora,71,1.3371646404266357,7.2209248542785645,828.0,0.9130930304527283,1384544.5,0.799,0.259
random,Cora,72,1.4047470092773438,7.301349639892578,868.0,0.9354653358459473,1423013.5,0.799,0.258
random,Cora,73,1.4675754308700562,7.367659568786621,900.0,0.9524345993995667,1439405.75,0.798,0.258
random,Cora,74,1.549672245979309,8.112506866455078,924.0,0.9651787281036377,1500222.375,0.798,0.258
random,Cora,75,1.5858782529830933,8.124992370605469,944.0,0.9755653142929077,1506500.5,0.797,0.248
random,Cora,76,1.5988119840621948,8.056539535522461,960.0,0.9836695790290833,1508011.375,0.797,0.248
random,Cora,77,1.6201889514923096,8.072554588317871,992.0,0.9999562501907349,1530947.0,0.796,0.247
random,Cora,78,1.6751790046691895,8.293622970581055,1016.0,1.0119364261627197,1557680.0,0.798,0.246
random,Cora,79,1.659176230430603,8.08106803894043,1048.0,1.0279217958450317,1598786.0,0.798,0.246
random,Cora,80,1.6183916330337524,8.013335227966309,1056.0,1.0318284034729004,1630194.25,0.798,0.246
random,Cora,81,1.6382733583450317,8.049447059631348,1072.0,1.0396020412445068,1643876.125,0.797,0.246
random,Cora,82,1.6600614786148071,8.078707695007324,1078.0,1.0425001382827759,1676964.125,0.797,0.246
random,Cora,83,1.664830207824707,8.25700855255127,1082.0,1.0444632768630981,1679745.0,0.796,0.246
random,Cora,84,1.7139195203781128,8.351253509521484,1114.0,1.0598047971725464,1769552.5,0.796,0.246
random,Cora,85,1.7254903316497803,8.3646879196167,1124.0,1.0645369291305542,1794646.25,0.795,0.246
random,Cora,86,1.7450147867202759,8.6462984085083,1134.0,1.0694116353988647,1822940.75,0.795,0.246
random,Cora,87,1.7608956098556519,8.666797637939453,1162.0,1.0825648307800293,1833677.25,0.795,0.246
random,Cora,88,1.7818719148635864,8.757052421569824,1182.0,1.0917352437973022,1826946.5,0.792,0.246
random,Cora,89,1.7589396238327026,8.73260498046875,1178.0,1.0898914337158203,1800174.375,0.792,0.246
random,Cora,90,1.850886583328247,8.921433448791504,1214.0,1.106200098991394,1833997.0,0.792,0.245
random,Cora,91,1.846420407295227,8.877825736999512,1218.0,1.1080219745635986,1837694.0,0.792,0.245
random,Cora,92,1.8763744831085205,8.92803955078125,1222.0,1.1098263263702393,1826822.25,0.792,0.245
random,Cora,93,1.8711918592453003,8.916521072387695,1226.0,1.11163330078125,1856505.25,0.792,0.245
random,Cora,94,1.920743703842163,8.997307777404785,1238.0,1.1170556545257568,1874342.875,0.792,0.245
random,Cora,95,1.9722607135772705,9.024627685546875,1254.0,1.1242419481277466,1897668.25,0.792,0.245
random,Cora,96,2.0015251636505127,9.666862487792969,1268.0,1.1305615901947021,1904011.25,0.793,0.245
random,Cora,97,2.013259172439575,10.031932830810547,1276.0,1.1342540979385376,1906114.875,0.793,0.245
random,Cora,98,2.0357813835144043,10.080573081970215,1300.0,1.144820213317871,1942279.125,0.793,0.245
random,Cora,99,2.0866336822509766,10.16230583190918,1316.0,1.1518350839614868,1961036.375,0.794,0.246
random,Cora,100,2.0732617378234863,10.1361665725708,1328.0,1.1570574045181274,1976120.0,0.795,0.245
random,Cora,101,2.07016658782959,10.140594482421875,1336.0,1.1605291366577148,2004823.75,0.794,0.245
